# Time [s],Mass [Kg/kg],BT [C],FT [C]
3.48000000000E+02,9.77666850000E-01,3.05695130000E+02,3.87284150000E+02
3.49000000000E+02,9.77289080000E-01,3.06251770000E+02,3.87524630000E+02
3.50000000000E+02,9.76907490000E-01,3.06805270000E+02,3.87765290000E+02
3.51000000000E+02,9.76521970000E-01,3.07355620000E+02,3.88004550000E+02
3.52000000000E+02,9.76132630000E-01,3.07902800000E+02,3.88241910000E+02
3.53000000000E+02,9.75739480000E-01,3.08446840000E+02,3.88480010000E+02
3.54000000000E+02,9.75342450000E-01,3.08987700000E+02,3.88715360000E+02
3.55000000000E+02,9.74941550000E-01,3.09525360000E+02,3.88950870000E+02
3.56000000000E+02,9.74536840000E-01,3.10059840000E+02,3.89185490000E+02
3.57000000000E+02,9.74128250000E-01,3.10591160000E+02,3.89417910000E+02
3.58000000000E+02,9.73715840000E-01,3.11119230000E+02,3.89651090000E+02
3.59000000000E+02,9.73299620000E-01,3.11644130000E+02,3.89881960000E+02
3.60000000000E+02,9.72879530000E-01,3.12165800000E+02,3.90112180000E+02
3.61000000000E+02,9.72455680000E-01,3.12684230000E+02,3.90342590000E+02
3.62000000000E+02,9.72028020000E-01,3.13199460000E+02,3.90570830000E+02
3.63000000000E+02,9.71596540000E-01,3.13711460000E+02,3.90799590000E+02
3.64000000000E+02,9.71161250000E-01,3.14220180000E+02,3.91025940000E+02
3.65000000000E+02,9.70722200000E-01,3.14725710000E+02,3.91252200000E+02
3.66000000000E+02,9.70279400000E-01,3.15227940000E+02,3.91478520000E+02
3.67000000000E+02,9.69832780000E-01,3.15726930000E+02,3.91702510000E+02
3.68000000000E+02,9.69382460000E-01,3.16222660000E+02,3.91926760000E+02
3.69000000000E+02,9.68928340000E-01,3.16715150000E+02,3.92149660000E+02
3.70000000000E+02,9.68470510000E-01,3.17204350000E+02,3.92372410000E+02
3.71000000000E+02,9.68009000000E-01,3.17690250000E+02,3.92593840000E+02
3.72000000000E+02,9.67543720000E-01,3.18172880000E+02,3.92814540000E+02
3.73000000000E+02,9.67074750000E-01,3.18652250000E+02,3.93035580000E+02
3.74000000000E+02,9.66602090000E-01,3.19128330000E+02,3.93254390000E+02
3.75000000000E+02,9.66125730000E-01,3.19601100000E+02,3.93473480000E+02
3.76000000000E+02,9.65645730000E-01,3.20070590000E+02,3.93691130000E+02
3.77000000000E+02,9.65162100000E-01,3.20536770000E+02,3.93908940000E+02
3.78000000000E+02,9.64674770000E-01,3.20999660000E+02,3.94125340000E+02
3.79000000000E+02,9.64183870000E-01,3.21459260000E+02,3.94341000000E+02
3.80000000000E+02,9.63689390000E-01,3.21915560000E+02,3.94556670000E+02
3.81000000000E+02,9.63191270000E-01,3.22368530000E+02,3.94771150000E+02
3.82000000000E+02,9.62689580000E-01,3.22818240000E+02,3.94985530000E+02
3.83000000000E+02,9.62184370000E-01,3.23264590000E+02,3.95198940000E+02
3.84000000000E+02,9.61675580000E-01,3.23707670000E+02,3.95412020000E+02
3.85000000000E+02,9.61163280000E-01,3.24147430000E+02,3.95623930000E+02
3.86000000000E+02,9.60647460000E-01,3.24583860000E+02,3.95836030000E+02
3.87000000000E+02,9.60128190000E-01,3.25017000000E+02,3.96045990000E+02
3.88000000000E+02,9.59605460000E-01,3.25446840000E+02,3.96257420000E+02
3.89000000000E+02,9.59079210000E-01,3.25873380000E+02,3.96466370000E+02
3.90000000000E+02,9.58549620000E-01,3.26296600000E+02,3.96676090000E+02
3.91000000000E+02,9.58016570000E-01,3.26716520000E+02,3.96884740000E+02
3.92000000000E+02,9.57480130000E-01,3.27133150000E+02,3.97092680000E+02
3.93000000000E+02,9.56940290000E-01,3.27546480000E+02,3.97300510000E+02
3.94000000000E+02,9.56397180000E-01,3.27956510000E+02,3.97506350000E+02
3.95000000000E+02,9.55850660000E-01,3.28363250000E+02,3.97713930000E+02
3.96000000000E+02,9.55300930000E-01,3.28766720000E+02,3.97918640000E+02
3.97000000000E+02,9.54747860000E-01,3.29166870000E+02,3.98125030000E+02
3.98000000000E+02,9.54191510000E-01,3.29563780000E+02,3.98328670000E+02
3.99000000000E+02,9.53632000000E-01,3.29957400000E+02,3.98533940000E+02
4.00000000000E+02,9.53069210000E-01,3.30347750000E+02,3.98736450000E+02
4.01000000000E+02,9.52503260000E-01,3.30734830000E+02,3.98940770000E+02
4.02000000000E+02,9.51934160000E-01,3.31118650000E+02,3.99142240000E+02
4.03000000000E+02,9.51361950000E-01,3.31499240000E+02,3.99345370000E+02
4.04000000000E+02,9.50786590000E-01,3.31876560000E+02,3.99545930000E+02
4.05000000000E+02,9.50208190000E-01,3.32250670000E+02,3.99746980000E+02
4.06000000000E+02,9.49626680000E-01,3.32621520000E+02,3.99946960000E+02
4.07000000000E+02,9.49042200000E-01,3.32989170000E+02,4.00147250000E+02
4.08000000000E+02,9.48454680000E-01,3.33353610000E+02,4.00346190000E+02
4.09000000000E+02,9.47864170000E-01,3.33714870000E+02,4.00545350000E+02
4.10000000000E+02,9.47270750000E-01,3.34072910000E+02,4.00743470000E+02
4.11000000000E+02,9.46674470000E-01,3.34427760000E+02,4.00941650000E+02
4.12000000000E+02,9.46075200000E-01,3.34779480000E+02,4.01138580000E+02
4.13000000000E+02,9.45473130000E-01,3.35128020000E+02,4.01335880000E+02
4.14000000000E+02,9.44868210000E-01,3.35473390000E+02,4.01531740000E+02
4.15000000000E+02,9.44260540000E-01,3.35815640000E+02,4.01727810000E+02
4.16000000000E+02,9.43650070000E-01,3.36154790000E+02,4.01922550000E+02
4.17000000000E+02,9.43036850000E-01,3.36490780000E+02,4.02117460000E+02
4.18000000000E+02,9.42420960000E-01,3.36823700000E+02,4.02311190000E+02
4.19000000000E+02,9.41802440000E-01,3.37153530000E+02,4.02505220000E+02
4.20000000000E+02,9.41181240000E-01,3.37480320000E+02,4.02697970000E+02
4.21000000000E+02,9.40557420000E-01,3.37804020000E+02,4.02890810000E+02
4.22000000000E+02,9.39931040000E-01,3.38124690000E+02,4.03082610000E+02
4.23000000000E+02,9.39302150000E-01,3.38442320000E+02,4.03274380000E+02
4.24000000000E+02,9.38670690000E-01,3.38756960000E+02,4.03464020000E+02
4.25000000000E+02,9.38036860000E-01,3.39068600000E+02,4.03655700000E+02
4.26000000000E+02,9.37400520000E-01,3.39377260000E+02,4.03844330000E+02
4.27000000000E+02,9.36761800000E-01,3.39682950000E+02,4.04034850000E+02
4.28000000000E+02,9.36120690000E-01,3.39985720000E+02,4.04222560000E+02
4.29000000000E+02,9.35477320000E-01,3.40285550000E+02,4.04411990000E+02
4.30000000000E+02,9.34831560000E-01,3.40582490000E+02,4.04598390000E+02
4.31000000000E+02,9.34183600000E-01,3.40876530000E+02,4.04786900000E+02
4.32000000000E+02,9.33533430000E-01,3.41167690000E+02,4.04972230000E+02
4.33000000000E+02,9.32881060000E-01,3.41456020000E+02,4.05159480000E+02
4.34000000000E+02,9.32226540000E-01,3.41741520000E+02,4.05343870000E+02
4.35000000000E+02,9.31569870000E-01,3.42024200000E+02,4.05529790000E+02
4.36000000000E+02,9.30911180000E-01,3.42304110000E+02,4.05712830000E+02
4.37000000000E+02,9.30250410000E-01,3.42581240000E+02,4.05897950000E+02
4.38000000000E+02,9.29587660000E-01,3.42855620000E+02,4.06079800000E+02
4.39000000000E+02,9.28922950000E-01,3.43127290000E+02,4.06263700000E+02
4.40000000000E+02,9.28256330000E-01,3.43396240000E+02,4.06445250000E+02
4.41000000000E+02,9.27587810000E-01,3.43662510000E+02,4.06626590000E+02
4.42000000000E+02,9.26917430000E-01,3.43926120000E+02,4.06807680000E+02
4.43000000000E+02,9.26245210000E-01,3.44187100000E+02,4.06987820000E+02
4.44000000000E+02,9.25571260000E-01,3.44445470000E+02,4.07167880000E+02
4.45000000000E+02,9.24895580000E-01,3.44701230000E+02,4.07346680000E+02
4.46000000000E+02,9.24218180000E-01,3.44954440000E+02,4.07525700000E+02
4.47000000000E+02,9.23539160000E-01,3.45205110000E+02,4.07703340000E+02
4.48000000000E+02,9.22858480000E-01,3.45453250000E+02,4.07882050000E+02
4.49000000000E+02,9.22176240000E-01,3.45698880000E+02,4.08057770000E+02
4.50000000000E+02,9.21492460000E-01,3.45942080000E+02,4.08235260000E+02
4.51000000000E+02,9.20807180000E-01,3.46182830000E+02,4.08410220000E+02
4.52000000000E+02,9.20120420000E-01,3.46421140000E+02,4.08585080000E+02
4.53000000000E+02,9.19432280000E-01,3.46657040000E+02,4.08759700000E+02
4.54000000000E+02,9.18742720000E-01,3.46890590000E+02,4.08933070000E+02
4.55000000000E+02,9.18051840000E-01,3.47121800000E+02,4.09106690000E+02
4.56000000000E+02,9.17359650000E-01,3.47350680000E+02,4.09278840000E+02
4.57000000000E+02,9.16666150000E-01,3.47577270000E+02,4.09451080000E+02
4.58000000000E+02,9.15971460000E-01,3.47801610000E+02,4.09622130000E+02
4.59000000000E+02,9.15275570000E-01,3.48023650000E+02,4.09793430000E+02
4.60000000000E+02,9.14578560000E-01,3.48243530000E+02,4.09963810000E+02
4.61000000000E+02,9.13880410000E-01,3.48461180000E+02,4.10132290000E+02
4.62000000000E+02,9.13181190000E-01,3.48676700000E+02,4.10302310000E+02
4.63000000000E+02,9.12480950000E-01,3.48890080000E+02,4.10469180000E+02
4.64000000000E+02,9.11779700000E-01,3.49101320000E+02,4.10638180000E+02
4.65000000000E+02,9.11077500000E-01,3.49310490000E+02,4.10804810000E+02
4.66000000000E+02,9.10374400000E-01,3.49517610000E+02,4.10971530000E+02
4.67000000000E+02,9.09670410000E-01,3.49722690000E+02,4.11137540000E+02
4.68000000000E+02,9.08965530000E-01,3.49925780000E+02,4.11301450000E+02
4.69000000000E+02,9.08259930000E-01,3.50126890000E+02,4.11466950000E+02
4.70000000000E+02,9.07553490000E-01,3.50326020000E+02,4.11629550000E+02
4.71000000000E+02,9.06846340000E-01,3.50523250000E+02,4.11793910000E+02
4.72000000000E+02,9.06138480000E-01,3.50718570000E+02,4.11955750000E+02
4.73000000000E+02,9.05430020000E-01,3.50912020000E+02,4.12117520000E+02
4.74000000000E+02,9.04720900000E-01,3.51103640000E+02,4.12278960000E+02
4.75000000000E+02,9.04011190000E-01,3.51293400000E+02,4.12439090000E+02
4.76000000000E+02,9.03300940000E-01,3.51481410000E+02,4.12600490000E+02
4.77000000000E+02,9.02590220000E-01,3.51667630000E+02,4.12758480000E+02
4.78000000000E+02,9.01878950000E-01,3.51852140000E+02,4.12918700000E+02
4.79000000000E+02,9.01167270000E-01,3.52034910000E+02,4.13076170000E+02
4.80000000000E+02,9.00455240000E-01,3.52216000000E+02,4.13233370000E+02
4.81000000000E+02,8.99742780000E-01,3.52395450000E+02,4.13390320000E+02
4.82000000000E+02,8.99030030000E-01,3.52573240000E+02,4.13546750000E+02
4.83000000000E+02,8.98316920000E-01,3.52749420000E+02,4.13702060000E+02
4.84000000000E+02,8.97603630000E-01,3.52924040000E+02,4.13857060000E+02
4.85000000000E+02,8.96890040000E-01,3.53097080000E+02,4.14011020000E+02
4.86000000000E+02,8.96176280000E-01,3.53268590000E+02,4.14164860000E+02
4.87000000000E+02,8.95462390000E-01,3.53438600000E+02,4.14318050000E+02
4.88000000000E+02,8.94748330000E-01,3.53607150000E+02,4.14469270000E+02
4.89000000000E+02,8.94034150000E-01,3.53774230000E+02,4.14622340000E+02
4.90000000000E+02,8.93319960000E-01,3.53939880000E+02,4.14773130000E+02
4.91000000000E+02,8.92605720000E-01,3.54104130000E+02,4.14923980000E+02
4.92000000000E+02,8.91891480000E-01,3.54266970000E+02,4.15074010000E+02
4.93000000000E+02,8.91177240000E-01,3.54428500000E+02,4.15221920000E+02
4.94000000000E+02,8.90463110000E-01,3.54588650000E+02,4.15371700000E+02
4.95000000000E+02,8.89749050000E-01,3.54747530000E+02,4.15518830000E+02
4.96000000000E+02,8.89035110000E-01,3.54905120000E+02,4.15665830000E+02
4.97000000000E+02,8.88321340000E-01,3.55061460000E+02,4.15813750000E+02
4.98000000000E+02,8.87607750000E-01,3.55216550000E+02,4.15958890000E+02
4.99000000000E+02,8.86894350000E-01,3.55370450000E+02,4.16105560000E+02
5.00000000000E+02,8.86181240000E-01,3.55523160000E+02,4.16249790000E+02
5.01000000000E+02,8.85468360000E-01,3.55674680000E+02,4.16393800000E+02
5.02000000000E+02,8.84755790000E-01,3.55825100000E+02,4.16538540000E+02
5.03000000000E+02,8.84043570000E-01,3.55974370000E+02,4.16681000000E+02
5.04000000000E+02,8.83331660000E-01,3.56122560000E+02,4.16823120000E+02
5.05000000000E+02,8.82620220000E-01,3.56269680000E+02,4.16965330000E+02
5.06000000000E+02,8.81909070000E-01,3.56415740000E+02,4.17106380000E+02
5.07000000000E+02,8.81198470000E-01,3.56560760000E+02,4.17248350000E+02
5.08000000000E+02,8.80488280000E-01,3.56704770000E+02,4.17387700000E+02
5.09000000000E+02,8.79778560000E-01,3.56847810000E+02,4.17526980000E+02
5.10000000000E+02,8.79069390000E-01,3.56989900000E+02,4.17666260000E+02
5.11000000000E+02,8.78360750000E-01,3.57131010000E+02,4.17804690000E+02
5.12000000000E+02,8.77652700000E-01,3.57271240000E+02,4.17942320000E+02
5.13000000000E+02,8.76945200000E-01,3.57410550000E+02,4.18079710000E+02
5.14000000000E+02,8.76238350000E-01,3.57548980000E+02,4.18216460000E+02
5.15000000000E+02,8.75532150000E-01,3.57686550000E+02,4.18352420000E+02
5.16000000000E+02,8.74826550000E-01,3.57823270000E+02,4.18487980000E+02
5.17000000000E+02,8.74121670000E-01,3.57959200000E+02,4.18623200000E+02
5.18000000000E+02,8.73417500000E-01,3.58094300000E+02,4.18756440000E+02
5.19000000000E+02,8.72714040000E-01,3.58228610000E+02,4.18891270000E+02
5.20000000000E+02,8.72011360000E-01,3.58362180000E+02,4.19024720000E+02
5.21000000000E+02,8.71309460000E-01,3.58495000000E+02,4.19156370000E+02
5.22000000000E+02,8.70608330000E-01,3.58627080000E+02,4.19289830000E+02
5.23000000000E+02,8.69908030000E-01,3.58758450000E+02,4.19421570000E+02
5.24000000000E+02,8.69208570000E-01,3.58889160000E+02,4.19551540000E+02
5.25000000000E+02,8.68510010000E-01,3.59019200000E+02,4.19683040000E+02
5.26000000000E+02,8.67812280000E-01,3.59148560000E+02,4.19812100000E+02
5.27000000000E+02,8.67115440000E-01,3.59277310000E+02,4.19941680000E+02
5.28000000000E+02,8.66419490000E-01,3.59405430000E+02,4.20071750000E+02
5.29000000000E+02,8.65724500000E-01,3.59532960000E+02,4.20199340000E+02
5.30000000000E+02,8.65030530000E-01,3.59659910000E+02,4.20327030000E+02
5.31000000000E+02,8.64337440000E-01,3.59786250000E+02,4.20455380000E+02
5.32000000000E+02,8.63645370000E-01,3.59912080000E+02,4.20581760000E+02
5.33000000000E+02,8.62954380000E-01,3.60037380000E+02,4.20708070000E+02
5.34000000000E+02,8.62264340000E-01,3.60162140000E+02,4.20834990000E+02
5.35000000000E+02,8.61575370000E-01,3.60286410000E+02,4.20959870000E+02
5.36000000000E+02,8.60887470000E-01,3.60410190000E+02,4.21084530000E+02
5.37000000000E+02,8.60200580000E-01,3.60533510000E+02,4.21209990000E+02
5.38000000000E+02,8.59514830000E-01,3.60656340000E+02,4.21333220000E+02
5.39000000000E+02,8.58830210000E-01,3.60778750000E+02,4.21456910000E+02
5.40000000000E+02,8.58146730000E-01,3.60900760000E+02,4.21578800000E+02
5.41000000000E+02,8.57464310000E-01,3.61022310000E+02,4.21702150000E+02
5.42000000000E+02,8.56783090000E-01,3.61143490000E+02,4.21824310000E+02
5.43000000000E+02,8.56103060000E-01,3.61264310000E+02,4.21944760000E+02
5.44000000000E+02,8.55424230000E-01,3.61384700000E+02,4.22066680000E+02
5.45000000000E+02,8.54746520000E-01,3.61504790000E+02,4.22187740000E+02
5.46000000000E+02,8.54070070000E-01,3.61624510000E+02,4.22306700000E+02
5.47000000000E+02,8.53394870000E-01,3.61743930000E+02,4.22427280000E+02
5.48000000000E+02,8.52720860000E-01,3.61862980000E+02,4.22547030000E+02
5.49000000000E+02,8.52048160000E-01,3.61981780000E+02,4.22664640000E+02
5.50000000000E+02,8.51376650000E-01,3.62100280000E+02,4.22783870000E+02
5.51000000000E+02,8.50706460000E-01,3.62218480000E+02,4.22902220000E+02
5.52000000000E+02,8.50037570000E-01,3.62336430000E+02,4.23019070000E+02
5.53000000000E+02,8.49370000000E-01,3.62454130000E+02,4.23135680000E+02
5.54000000000E+02,8.48703680000E-01,3.62571590000E+02,4.23253330000E+02
5.55000000000E+02,8.48038730000E-01,3.62688810000E+02,4.23368620000E+02
5.56000000000E+02,8.47375090000E-01,3.62805850000E+02,4.23484250000E+02
5.57000000000E+02,8.46712830000E-01,3.62922640000E+02,4.23600650000E+02
5.58000000000E+02,8.46051930000E-01,3.63039250000E+02,4.23714750000E+02
5.59000000000E+02,8.45392410000E-01,3.63155700000E+02,4.23829590000E+02
5.60000000000E+02,8.44734250000E-01,3.63271970000E+02,4.23943510000E+02
5.61000000000E+02,8.44077470000E-01,3.63388060000E+02,4.24058320000E+02
5.62000000000E+02,8.43422110000E-01,3.63504000000E+02,4.24171020000E+02
5.63000000000E+02,8.42768130000E-01,3.63619810000E+02,4.24283660000E+02
5.64000000000E+02,8.42115580000E-01,3.63735500000E+02,4.24397030000E+02
5.65000000000E+02,8.41464520000E-01,3.63851040000E+02,4.24508640000E+02
5.66000000000E+02,8.40814830000E-01,3.63966520000E+02,4.24620670000E+02
5.67000000000E+02,8.40166630000E-01,3.64081880000E+02,4.24731600000E+02
5.68000000000E+02,8.39519860000E-01,3.64197140000E+02,4.24842990000E+02
5.69000000000E+02,8.38874580000E-01,3.64312350000E+02,4.24953700000E+02
5.70000000000E+02,8.38230790000E-01,3.64427490000E+02,4.25063570000E+02
5.71000000000E+02,8.37588430000E-01,3.64542540000E+02,4.25173710000E+02
5.72000000000E+02,8.36947560000E-01,3.64657560000E+02,4.25283170000E+02
5.73000000000E+02,8.36308240000E-01,3.64772520000E+02,4.25392460000E+02
5.74000000000E+02,8.35670410000E-01,3.64887480000E+02,4.25500240000E+02
5.75000000000E+02,8.35034070000E-01,3.65002380000E+02,4.25609590000E+02
5.76000000000E+02,8.34399280000E-01,3.65117310000E+02,4.25717620000E+02
5.77000000000E+02,8.33766040000E-01,3.65232240000E+02,4.25825350000E+02
5.78000000000E+02,8.33134290000E-01,3.65347110000E+02,4.25932860000E+02
5.79000000000E+02,8.32504090000E-01,3.65462040000E+02,4.26039860000E+02
5.80000000000E+02,8.31875500000E-01,3.65576970000E+02,4.26146940000E+02
5.81000000000E+02,8.31248400000E-01,3.65691960000E+02,4.26252140000E+02
5.82000000000E+02,8.30622910000E-01,3.65806950000E+02,4.26358950000E+02
5.83000000000E+02,8.29998970000E-01,3.65922000000E+02,4.26464720000E+02
5.84000000000E+02,8.29376640000E-01,3.66037110000E+02,4.26569430000E+02
5.85000000000E+02,8.28755860000E-01,3.66152250000E+02,4.26673920000E+02
5.86000000000E+02,8.28136620000E-01,3.66267490000E+02,4.26779720000E+02
5.87000000000E+02,8.27519060000E-01,3.66382810000E+02,4.26884190000E+02
5.88000000000E+02,8.26903100000E-01,3.66498200000E+02,4.26987580000E+02
5.89000000000E+02,8.26288700000E-01,3.66613650000E+02,4.27091060000E+02
5.90000000000E+02,8.25675960000E-01,3.66729250000E+02,4.27195530000E+02
5.91000000000E+02,8.25064840000E-01,3.66844940000E+02,4.27297790000E+02
5.92000000000E+02,8.24455320000E-01,3.66960720000E+02,4.27400820000E+02
5.93000000000E+02,8.23847410000E-01,3.67076630000E+02,4.27502990000E+02
5.94000000000E+02,8.23241170000E-01,3.67192690000E+02,4.27606170000E+02
5.95000000000E+02,8.22636540000E-01,3.67308870000E+02,4.27707400000E+02
5.96000000000E+02,8.22033580000E-01,3.67425170000E+02,4.27808750000E+02
5.97000000000E+02,8.21432290000E-01,3.67541660000E+02,4.27910980000E+02
5.98000000000E+02,8.20832670000E-01,3.67658260000E+02,4.28011380000E+02
5.99000000000E+02,8.20234660000E-01,3.67775020000E+02,4.28112270000E+02
6.00000000000E+02,8.19638370000E-01,3.67891970000E+02,4.28212310000E+02
6.01000000000E+02,8.19043700000E-01,3.68009060000E+02,4.28313600000E+02
6.02000000000E+02,8.18450750000E-01,3.68126370000E+02,4.28412780000E+02
6.03000000000E+02,8.17859410000E-01,3.68243840000E+02,4.28512480000E+02
6.04000000000E+02,8.17269800000E-01,3.68361510000E+02,4.28611570000E+02
6.05000000000E+02,8.16681920000E-01,3.68479370000E+02,4.28711150000E+02
6.06000000000E+02,8.16095710000E-01,3.68597470000E+02,4.28809940000E+02
6.07000000000E+02,8.15511170000E-01,3.68715730000E+02,4.28908540000E+02
6.08000000000E+02,8.14928350000E-01,3.68834260000E+02,4.29006840000E+02
6.09000000000E+02,8.14347270000E-01,3.68952940000E+02,4.29105070000E+02
6.10000000000E+02,8.13767850000E-01,3.69071900000E+02,4.29202700000E+02
6.11000000000E+02,8.13190160000E-01,3.69191070000E+02,4.29300690000E+02
6.12000000000E+02,8.12614200000E-01,3.69310490000E+02,4.29396790000E+02
6.13000000000E+02,8.12039970000E-01,3.69430180000E+02,4.29494510000E+02
6.14000000000E+02,8.11467470000E-01,3.69550080000E+02,4.29591520000E+02
6.15000000000E+02,8.10896690000E-01,3.69670260000E+02,4.29688480000E+02
6.16000000000E+02,8.10327650000E-01,3.69790710000E+02,4.29783600000E+02
6.17000000000E+02,8.09760330000E-01,3.69911410000E+02,4.29880550000E+02
6.18000000000E+02,8.09194800000E-01,3.70032380000E+02,4.29976590000E+02
6.19000000000E+02,8.08630940000E-01,3.70153630000E+02,4.30072270000E+02
6.20000000000E+02,8.08068930000E-01,3.70275150000E+02,4.30166930000E+02
6.21000000000E+02,8.07508590000E-01,3.70396970000E+02,4.30261840000E+02
6.22000000000E+02,8.06950090000E-01,3.70519100000E+02,4.30357570000E+02
6.23000000000E+02,8.06393270000E-01,3.70641510000E+02,4.30452330000E+02
6.24000000000E+02,8.05838290000E-01,3.70764250000E+02,4.30546390000E+02
6.25000000000E+02,8.05285040000E-01,3.70887300000E+02,4.30640380000E+02
6.26000000000E+02,8.04733570000E-01,3.71010650000E+02,4.30735440000E+02
6.27000000000E+02,8.04183900000E-01,3.71134340000E+02,4.30828430000E+02
6.28000000000E+02,8.03635950000E-01,3.71258330000E+02,4.30922270000E+02
6.29000000000E+02,8.03089860000E-01,3.71382690000E+02,4.31015350000E+02
6.30000000000E+02,8.02545490000E-01,3.71507350000E+02,4.31109470000E+02
6.31000000000E+02,8.02002970000E-01,3.71632390000E+02,4.31201810000E+02
6.32000000000E+02,8.01462230000E-01,3.71757720000E+02,4.31294920000E+02
6.33000000000E+02,8.00923290000E-01,3.71883420000E+02,4.31387150000E+02
6.34000000000E+02,8.00386130000E-01,3.72009520000E+02,4.31480380000E+02
6.35000000000E+02,7.99850820000E-01,3.72135930000E+02,4.31572080000E+02
6.36000000000E+02,7.99317300000E-01,3.72262700000E+02,4.31664250000E+02
6.37000000000E+02,7.98785570000E-01,3.72389860000E+02,4.31756070000E+02
6.38000000000E+02,7.98255680000E-01,3.72517430000E+02,4.31847630000E+02
6.39000000000E+02,7.97727640000E-01,3.72645320000E+02,4.31939420000E+02
6.40000000000E+02,7.97201400000E-01,3.72773650000E+02,4.32030610000E+02
6.41000000000E+02,7.96676930000E-01,3.72902370000E+02,4.32121730000E+02
6.42000000000E+02,7.96154380000E-01,3.73031460000E+02,4.32212490000E+02
6.43000000000E+02,7.95633610000E-01,3.73160980000E+02,4.32303340000E+02
6.44000000000E+02,7.95114700000E-01,3.73290890000E+02,4.32393740000E+02
6.45000000000E+02,7.94597690000E-01,3.73421200000E+02,4.32484410000E+02
6.46000000000E+02,7.94082460000E-01,3.73551940000E+02,4.32574460000E+02
6.47000000000E+02,7.93569090000E-01,3.73683110000E+02,4.32664700000E+02
6.48000000000E+02,7.93057560000E-01,3.73814700000E+02,4.32754430000E+02
6.49000000000E+02,7.92547940000E-01,3.73946720000E+02,4.32844480000E+02
6.50000000000E+02,7.92040110000E-01,3.74079160000E+02,4.32934140000E+02
6.51000000000E+02,7.91534190000E-01,3.74212070000E+02,4.33022430000E+02
6.52000000000E+02,7.91030170000E-01,3.74345400000E+02,4.33112730000E+02
6.53000000000E+02,7.90528000000E-01,3.74479190000E+02,4.33202060000E+02
6.54000000000E+02,7.90027680000E-01,3.74613430000E+02,4.33291140000E+02
6.55000000000E+02,7.89529260000E-01,3.74748140000E+02,4.33378810000E+02
6.56000000000E+02,7.89032700000E-01,3.74883330000E+02,4.33468540000E+02
6.57000000000E+02,7.88538100000E-01,3.75018980000E+02,4.33557070000E+02
6.58000000000E+02,7.88045350000E-01,3.75155120000E+02,4.33645570000E+02
6.59000000000E+02,7.87554440000E-01,3.75291750000E+02,4.33733060000E+02
6.60000000000E+02,7.87065510000E-01,3.75428830000E+02,4.33820830000E+02
6.61000000000E+02,7.86578480000E-01,3.75566410000E+02,4.33909580000E+02
6.62000000000E+02,7.86093290000E-01,3.75704500000E+02,4.33997410000E+02
6.63000000000E+02,7.85610080000E-01,3.75843080000E+02,4.34084630000E+02
6.64000000000E+02,7.85128770000E-01,3.75982180000E+02,4.34171880000E+02
6.65000000000E+02,7.84649430000E-01,3.76121770000E+02,4.34260220000E+02
6.66000000000E+02,7.84171940000E-01,3.76261870000E+02,4.34347410000E+02
6.67000000000E+02,7.83696410000E-01,3.76402530000E+02,4.34434080000E+02
6.68000000000E+02,7.83222790000E-01,3.76543670000E+02,4.34521300000E+02
6.69000000000E+02,7.82751140000E-01,3.76685360000E+02,4.34607910000E+02
6.70000000000E+02,7.82281460000E-01,3.76827610000E+02,4.34695560000E+02
6.71000000000E+02,7.81813680000E-01,3.76970370000E+02,4.34781680000E+02
6.72000000000E+02,7.81347870000E-01,3.77113650000E+02,4.34868230000E+02
6.73000000000E+02,7.80884030000E-01,3.77257540000E+02,4.34954220000E+02
6.74000000000E+02,7.80422090000E-01,3.77401920000E+02,4.35041630000E+02
6.75000000000E+02,7.79962180000E-01,3.77546910000E+02,4.35127230000E+02
6.76000000000E+02,7.79504240000E-01,3.77692470000E+02,4.35213380000E+02
6.77000000000E+02,7.79048200000E-01,3.77838590000E+02,4.35299220000E+02
6.78000000000E+02,7.78594200000E-01,3.77985290000E+02,4.35384950000E+02
6.79000000000E+02,7.78142210000E-01,3.78132600000E+02,4.35471100000E+02
6.80000000000E+02,7.77692140000E-01,3.78280460000E+02,4.35556730000E+02
6.81000000000E+02,7.77244150000E-01,3.78428920000E+02,4.35642270000E+02
6.82000000000E+02,7.76798070000E-01,3.78577970000E+02,4.35727910000E+02
6.83000000000E+02,7.76354070000E-01,3.78727600000E+02,4.35812320000E+02
6.84000000000E+02,7.75912050000E-01,3.78877930000E+02,4.35898280000E+02
6.85000000000E+02,7.75471990000E-01,3.79028810000E+02,4.35983550000E+02
6.86000000000E+02,7.75034010000E-01,3.79180300000E+02,4.36069120000E+02
6.87000000000E+02,7.74598060000E-01,3.79332430000E+02,4.36153140000E+02
6.88000000000E+02,7.74164080000E-01,3.79485170000E+02,4.36238800000E+02
6.89000000000E+02,7.73732190000E-01,3.79638580000E+02,4.36323820000E+02
6.90000000000E+02,7.73302320000E-01,3.79792600000E+02,4.36408910000E+02
6.91000000000E+02,7.72874470000E-01,3.79947300000E+02,4.36493530000E+02
6.92000000000E+02,7.72448720000E-01,3.80102660000E+02,4.36577180000E+02
6.93000000000E+02,7.72024990000E-01,3.80258640000E+02,4.36662720000E+02
6.94000000000E+02,7.71603350000E-01,3.80415310000E+02,4.36747280000E+02
6.95000000000E+02,7.71183730000E-01,3.80572630000E+02,4.36831820000E+02
6.96000000000E+02,7.70766200000E-01,3.80730650000E+02,4.36915410000E+02
